id,lith,goal
20660,ARGILLIT,0
20661,ARGILLIT,0
20662,ARGILLIT,0
20663,ARGILLIT,0
20664,ARGILLIT,0
20665,ARGILLIT,0
20666,ARGILLIT,0
20667,ARGILLIT,0
20668,ARGILLIT,0
20669,ARGILLIT,0
20670,ARGILLIT,0
20671,ARGILLIT,0
20672,ARGILLIT,0
20673,ARGILLIT,0
20674,ARGILLIT,0
20675,ARGILLIT,0
20676,ARGILLIT,0
20677,ARGILLIT,0
20678,ARGILLIT,0
20679,ARGILLIT,0
20680,ARGILLIT,0
20681,ARGILLIT,0
20682,ARGILLIT,0
20683,ARGILLIT,0
20684,ARGILLIT,0
20685,ARGILLIT,0
20686,SAND,1
20687,ARGILLIT,0
20688,ARGILLIT,0
20689,ARGILLIT,0
20690,ARGILLIT,0
20691,ARGILLIT,0
20692,ARGILLIT,0
20693,ARGILLIT,0
20694,ARGILLIT,0
20695,ARGILLIT,0
20696,ARGILLIT,0
20697,ARGILLIT,0
20698,ARGILLIT,0
20699,ARGILLIT,0
20700,ARGILLIT,0
20701,ARGILLIT,0
20702,ARGILLIT,0
20703,ARGILLIT,0
20704,ARGILLIT,0
20705,ARGILLIT,0
20706,ARGILLIT,0
20707,ARGILLIT,0
20708,ARGILLIT,0
20709,ARGILLIT,0
20710,ARGILLIT,0
20711,ARGILLIT,0
20712,ARGILLIT,0
20713,ARGILLIT,0
20714,ARGILLIT,0
20715,ARGILLIT,0
20716,ARGILLIT,0
20717,ARGILLIT,0
20718,ARGILLIT,0
20719,ARGILLIT,0
20720,ARGILLIT,0
20721,ARGILLIT,0
20722,ARGILLIT,0
20723,ARGILLIT,0
20724,ARGILLIT,0
20725,ARGILLIT,0
20726,ARGILLIT,0
20727,ARGILLIT,0
20728,ARGILLIT,0
20729,ARGILLIT,0
20730,ARGILLIT,0
20731,ARGILLIT,0
20732,ARGILLIT,0
20733,ARGILLIT,0
20734,ARGILLIT,0
20735,ARGILLIT,0
20736,ARGILLIT,0
20737,ARGILLIT,0
20738,ARGILLIT,0
20739,ARGILLIT,0
20740,ARGILLIT,0
20741,ARGILLIT,0
20742,ARGILLIT,0
20743,ARGILLIT,0
20744,ARGILLIT,0
20745,ARGILLIT,0
20746,ARGILLIT,0
20747,ARGILLIT,0
20748,ARGILLIT,0
20749,ARGILLIT,0
20750,ARGILLIT,0
20751,ARGILLIT,0
20752,ARGILLIT,0
20753,ARGILLIT,0
20754,ARGILLIT,0
20755,ARGILLIT,0
20756,ARGILLIT,0
20757,ARGILLIT,0
20758,ARGILLIT,0
20759,ARGILLIT,0
20760,ARGILLIT,0
20761,ARGILLIT,0
20762,ARGILLIT,0
20763,ARGILLIT,0
20764,ARGILLIT,0
20765,ARGILLIT,0
20766,ARGILLIT,0
20767,ARGILLIT,0
20768,ARGILLIT,0
20769,ARGILLIT,0
20770,ARGILLIT,0
20771,ARGILLIT,0
20772,ARGILLIT,0
20773,ARGILLIT,0
20774,ARGILLIT,0
20775,ARGILLIT,0
20776,ARGILLIT,0
20777,ARGILLIT,0
20778,ARGILLIT,0
20779,ARGILLIT,0
20780,ARGILLIT,0
20781,ARGILLIT,0
20782,ARGILLIT,0
20783,ARGILLIT,0
20784,ARGILLIT,0
20785,ARGILLIT,0
20786,ARGILLIT,0
20787,ARGILLIT,0
20788,ARGILLIT,0
20789,ARGILLIT,0
20790,ARGILLIT,0
20791,ARGILLIT,0
20792,ARGILLIT,0
20793,ARGILLIT,0
20794,ARGILLIT,0
20795,ARGILLIT,0
20796,ARGILLIT,0
20797,ARGILLIT,0
20798,ARGILLIT,0
20799,ARGILLIT,0
20800,ARGILLIT,0
20801,ARGILLIT,0
20802,ARGILLIT,0
20803,ARGILLIT,0
20804,ARGILLIT,0
20805,ARGILLIT,0
20806,ARGILLIT,0
20807,ARGILLIT,0
20808,ARGILLIT,0
20809,ARGILLIT,0
20810,ARGILLIT,0
20811,ARGILLIT,0
20812,ARGILLIT,0
20813,ARGILLIT,0
20814,ARGILLIT,0
20815,ARGILLIT,0
20816,ARGILLIT,0
20817,ARGILLIT,0
20818,ARGILLIT,0
20819,ARGILLIT,0
20820,ARGILLIT,0
20821,ARGILLIT,0
20822,ARGILLIT,0
20823,ARGILLIT,0
20824,ARGILLIT,0
20825,ARGILLIT,0
20826,ARGILLIT,0
20827,ARGILLIT,0
20828,ARGILLIT,0
20829,ARGILLIT,0
20830,ARGILLIT,0
20831,ARGILLIT,0
20832,ARGILLIT,0
20833,ARGILLIT,0
20834,ARGILLIT,0
20835,ARGILLIT,0
20836,ARGILLIT,0
20837,ARGILLIT,0
20838,ARGILLIT,0
20839,ARGILLIT,0
20840,ARGILLIT,0
20841,ARGILLIT,0
20842,ARGILLIT,0
20843,ARGILLIT,0
20844,ARGILLIT,0
20845,ARGILLIT,0
20846,ARGILLIT,0
20847,ARGILLIT,0
20848,ARGILLIT,0
20849,ARGILLIT,0
20850,ARGILLIT,0
20851,ARGILLIT,0
20852,ARGILLIT,0
20853,ARGILLIT,0
20854,ARGILLIT,0
20855,ARGILLIT,0
20856,ARGILLIT,0
20857,ARGILLIT,0
20858,ARGILLIT,0
20859,ARGILLIT,0
20860,ARGILLIT,0
20861,ARGILLIT,0
20862,ARGILLIT,0
20863,ARGILLIT,0
20864,ARGILLIT,0
20865,ARGILLIT,0
20866,ARGILLIT,0
20867,ARGILLIT,0
20868,ARGILLIT,0
20869,ARGILLIT,0
20870,ARGILLIT,0
20871,ARGILLIT,0
20872,ARGILLIT,0
20873,ARGILLIT,0
20874,ARGILLIT,0
20875,ARGILLIT,0
20876,ARGILLIT,0
20877,ARGILLIT,0
20878,ARGILLIT,0
20879,ARGILLIT,0
20880,ARGILLIT,0
20881,ARGILLIT,0
20882,ARGILLIT,0
20883,ARGILLIT,0
20884,ARGILLIT,0
20885,SAND,1
20886,SAND,1
20887,DENSE,0
20888,SAND,1
20889,ARGILLIT,0
20890,ARGILLIT,0
20891,ARGILLIT,0
20892,ARGILLIT,0
20893,ARGILLIT,0
20894,ARGILLIT,0
20895,SAND,1
20896,SAND,1
20897,ARGILLIT,0
20898,ARGILLIT,0
20899,ARGILLIT,0
20900,ARGILLIT,0
20901,ARGILLIT,0
20902,ARGILLIT,0
20903,ARGILLIT,0
20904,ARGILLIT,0
20905,ARGILLIT,0
20906,ARGILLIT,0
20907,ARGILLIT,0
20908,ARGILLIT,0
20909,ARGILLIT,0
20910,ARGILLIT,0
20911,ARGILLIT,0
20912,ARGILLIT,0
20913,ARGILLIT,0
20914,ARGILLIT,0
20915,ARGILLIT,0
20916,ARGILLIT,0
20917,ARGILLIT,0
20918,ARGILLIT,0
20919,ARGILLIT,0
20920,ARGILLIT,0
20921,ARGILLIT,0
20922,ARGILLIT,0
20923,ARGILLIT,0
20924,ARGILLIT,0
20925,ARGILLIT,0
20926,ARGILLIT,0
20927,ARGILLIT,0
20928,ARGILLIT,0
20929,ARGILLIT,0
20930,ARGILLIT,0
20931,ARGILLIT,0
20932,ARGILLIT,0
20933,ARGILLIT,0
20934,ARGILLIT,0
20935,ARGILLIT,0
20936,ARGILLIT,0
20937,ARGILLIT,0
20938,ARGILLIT,0
20939,ARGILLIT,0
20940,ARGILLIT,0
20941,ARGILLIT,0
20942,ARGILLIT,0
20943,ARGILLIT,0
20944,ARGILLIT,0
20945,ARGILLIT,0
20946,ARGILLIT,0
20947,ARGILLIT,0
20948,ARGILLIT,0
20949,ARGILLIT,0
20950,ARGILLIT,0
20951,ARGILLIT,0
20952,ARGILLIT,0
20953,ARGILLIT,0
20954,ARGILLIT,0
20955,ARGILLIT,0
20956,ARGILLIT,0
20957,ARGILLIT,0
20958,ARGILLIT,0
20959,ARGILLIT,0
20960,ARGILLIT,0
20961,ARGILLIT,0
20962,ARGILLIT,0
20963,ARGILLIT,0
20964,ARGILLIT,0
20965,ARGILLIT,0
20966,ARGILLIT,0
20967,ARGILLIT,0
20968,ARGILLIT,0
20969,ARGILLIT,0
20970,ARGILLIT,0
20971,ARGILLIT,0
20972,ARGILLIT,0
20973,ARGILLIT,0
20974,ARGILLIT,0
20975,ARGILLIT,0
20976,ARGILLIT,0
20977,ARGILLIT,0
20978,ARGILLIT,0
20979,ARGILLIT,0
20980,ARGILLIT,0
20981,ARGILLIT,0
20982,ARGILLIT,0
20983,ARGILLIT,0
20984,ARGILLIT,0
20985,ARGILLIT,0
20986,ARGILLIT,0
20987,ARGILLIT,0
20988,ARGILLIT,0
20989,ARGILLIT,0
20990,ARGILLIT,0
20991,ARGILLIT,0
20992,ARGILLIT,0
20993,ARGILLIT,0
20994,ARGILLIT,0
20995,ARGILLIT,0
20996,ARGILLIT,0
20997,ARGILLIT,0
20998,ARGILLIT,0
20999,ARGILLIT,0
21000,ARGILLIT,0
21001,ARGILLIT,0
21002,ARGILLIT,0
21003,ARGILLIT,0
21004,ARGILLIT,0
21005,ARGILLIT,0
21006,ARGILLIT,0
21007,SAND,1
21008,SAND,1
21009,ARGILLIT,0
21010,ARGILLIT,0
21011,ARGILLIT,0
21012,ARGILLIT,0
21013,ARGILLIT,0
21014,ARGILLIT,0
21015,ARGILLIT,0
21016,ARGILLIT,0
21017,ARGILLIT,0
21018,ARGILLIT,0
21019,ARGILLIT,0
21020,ARGILLIT,0
21021,ARGILLIT,0
21022,ARGILLIT,0
21023,ARGILLIT,0
21024,ARGILLIT,0
21025,ARGILLIT,0
21026,ARGILLIT,0
21027,ARGILLIT,0
21028,ARGILLIT,0
21029,ARGILLIT,0
21030,ARGILLIT,0
21031,ARGILLIT,0
21032,ARGILLIT,0
21033,ARGILLIT,0
21034,ARGILLIT,0
21035,ARGILLIT,0
21036,ARGILLIT,0
21037,ARGILLIT,0
21038,ARGILLIT,0
21039,ARGILLIT,0
21040,ARGILLIT,0
21041,ARGILLIT,0
21042,ARGILLIT,0
21043,ARGILLIT,0
21044,ARGILLIT,0
21045,ARGILLIT,0
21046,ARGILLIT,0
21047,ARGILLIT,0
21048,ARGILLIT,0
21049,ARGILLIT,0
21050,ARGILLIT,0
21051,ARGILLIT,0
21052,ARGILLIT,0
21053,ARGILLIT,0
21054,ARGILLIT,0
21055,ARGILLIT,0
21056,ARGILLIT,0
21057,ARGILLIT,0
21058,ARGILLIT,0
21059,ARGILLIT,0
21060,ARGILLIT,0
21061,SAND,1
21062,SAND,1
21063,ARGILLIT,0
21064,ARGILLIT,0
21065,ARGILLIT,0
21066,ARGILLIT,0
21067,ARGILLIT,0
21068,ARGILLIT,0
21069,ARGILLIT,0
21070,ARGILLIT,0
21071,ARGILLIT,0
21072,ARGILLIT,0
21073,ARGILLIT,0
21074,ARGILLIT,0
21075,ARGILLIT,0
21076,ARGILLIT,0
21077,ARGILLIT,0
21078,ARGILLIT,0
21079,ARGILLIT,0
21080,ARGILLIT,0
21081,ARGILLIT,0
21082,SAND,1
21083,ARGILLIT,0
21084,ARGILLIT,0
21085,SAND,1
21086,SAND,1
21087,SAND,1
21088,SAND,1
21089,ARGILLIT,0
21090,ARGILLIT,0
21091,SAND,1
21092,SAND,1
21093,ARGILLIT,0
21094,ARGILLIT,0
21095,ARGILLIT,0
21096,ARGILLIT,0
21097,ARGILLIT,0
21098,ARGILLIT,0
21099,ARGILLIT,0
21100,ARGILLIT,0
21101,ARGILLIT,0
21102,ARGILLIT,0
21103,ARGILLIT,0
21104,ARGILLIT,0
21105,ARGILLIT,0
21106,ARGILLIT,0
21107,ARGILLIT,0
21108,ARGILLIT,0
21109,ARGILLIT,0
21110,ARGILLIT,0
21111,ARGILLIT,0
21112,ARGILLIT,0
21113,ARGILLIT,0
21114,ARGILLIT,0
21115,ARGILLIT,0
21116,ARGILLIT,0
21117,ARGILLIT,0
21118,ARGILLIT,0
21119,ARGILLIT,0
21120,ARGILLIT,0
21121,ARGILLIT,0
21122,ARGILLIT,0
21123,ARGILLIT,0
21124,ARGILLIT,0
21125,ARGILLIT,0
21126,ARGILLIT,0
21127,ARGILLIT,0
21128,ARGILLIT,0
21129,ARGILLIT,0
21130,ARGILLIT,0
21131,ARGILLIT,0
21132,ARGILLIT,0
21133,ARGILLIT,0
21134,ARGILLIT,0
21135,ARGILLIT,0
21136,ARGILLIT,0
21137,ARGILLIT,0
21138,ARGILLIT,0
21139,ARGILLIT,0
21140,ARGILLIT,0
21141,ARGILLIT,0
21142,ARGILLIT,0
21143,ARGILLIT,0
21144,ARGILLIT,0
21145,ARGILLIT,0
21146,ARGILLIT,0
21147,ARGILLIT,0
21148,ARGILLIT,0
21149,ARGILLIT,0
21150,ARGILLIT,0
21151,ARGILLIT,0
21152,ARGILLIT,0
21153,ARGILLIT,0
21154,ARGILLIT,0
21155,ARGILLIT,0
21156,ARGILLIT,0
21157,ARGILLIT,0
21158,ARGILLIT,0
21159,ARGILLIT,0
21160,ARGILLIT,0
21161,ARGILLIT,0
21162,ARGILLIT,0
21163,ARGILLIT,0
21164,ARGILLIT,0
21165,ARGILLIT,0
21166,ARGILLIT,0
21167,ARGILLIT,0
21168,ARGILLIT,0
21169,ARGILLIT,0
21170,ARGILLIT,0
21171,ARGILLIT,0
21172,ARGILLIT,0
21173,ARGILLIT,0
21174,ARGILLIT,0
21175,ARGILLIT,0
21176,ARGILLIT,0
21177,ARGILLIT,0
21178,ARGILLIT,0
21179,ARGILLIT,0
21180,ARGILLIT,0
21181,ARGILLIT,0
21182,ARGILLIT,0
21183,ARGILLIT,0
21184,ARGILLIT,0
21185,ARGILLIT,0
21186,ARGILLIT,0
21187,ARGILLIT,0
21188,ARGILLIT,0
21189,ARGILLIT,0
21190,ARGILLIT,0
21191,ARGILLIT,0
21192,ARGILLIT,0
21193,ARGILLIT,0
21194,ARGILLIT,0
21195,ARGILLIT,0
21196,ARGILLIT,0
21197,ARGILLIT,0
21198,ARGILLIT,0
21199,ARGILLIT,0
21200,ARGILLIT,0
21201,ARGILLIT,0
21202,ARGILLIT,0
21203,ARGILLIT,0
21204,ARGILLIT,0
21205,ARGILLIT,0
21206,ARGILLIT,0
21207,ARGILLIT,0
21208,ARGILLIT,0
21209,ARGILLIT,0
21210,ARGILLIT,0
21211,ARGILLIT,0
21212,ARGILLIT,0
21213,ARGILLIT,0
21214,ARGILLIT,0
21215,ARGILLIT,0
21216,ARGILLIT,0
21217,ARGILLIT,0
21218,ARGILLIT,0
21219,ARGILLIT,0
21220,ARGILLIT,0
21221,ARGILLIT,0
21222,ARGILLIT,0
21223,ARGILLIT,0
21224,ARGILLIT,0
21225,ARGILLIT,0
21226,ARGILLIT,0
21227,ARGILLIT,0
21228,ARGILLIT,0
21229,ARGILLIT,0
21230,ARGILLIT,0
21231,ARGILLIT,0
21232,ARGILLIT,0
21233,ARGILLIT,0
21234,ARGILLIT,0
21235,ARGILLIT,0
21236,ARGILLIT,0
21237,ARGILLIT,0
21238,ARGILLIT,0
21239,ARGILLIT,0
21240,ARGILLIT,0
21241,ARGILLIT,0
21242,ARGILLIT,0
21243,ARGILLIT,0
21244,ARGILLIT,0
21245,ARGILLIT,0
21246,ARGILLIT,0
21247,ARGILLIT,0
21248,ARGILLIT,0
21249,ARGILLIT,0
21250,ARGILLIT,0
21251,ARGILLIT,0
21252,ARGILLIT,0
21253,ARGILLIT,0
21254,ARGILLIT,0
21255,ARGILLIT,0
21256,ARGILLIT,0
21257,ARGILLIT,0
21258,ARGILLIT,0
21259,ARGILLIT,0
21260,ARGILLIT,0
21261,ARGILLIT,0
21262,ARGILLIT,0
21263,ARGILLIT,0
21264,ARGILLIT,0
21265,ARGILLIT,0
21266,ARGILLIT,0
21267,ARGILLIT,0
21268,ARGILLIT,0
21269,ARGILLIT,0
21270,ARGILLIT,0
21271,ARGILLIT,0
21272,ARGILLIT,0
21273,ARGILLIT,0
21274,ARGILLIT,0
21275,ARGILLIT,0
21276,ARGILLIT,0
21277,ARGILLIT,0
21278,ARGILLIT,0
21279,ARGILLIT,0
21280,ARGILLIT,0
21281,ARGILLIT,0
21282,ARGILLIT,0
21283,ARGILLIT,0
21284,ARGILLIT,0
21285,ARGILLIT,0
21286,ARGILLIT,0
21287,ARGILLIT,0
21288,ARGILLIT,0
21289,ARGILLIT,0
21290,ARGILLIT,0
21291,ARGILLIT,0
21292,ARGILLIT,0
21293,ARGILLIT,0
21294,ARGILLIT,0
21295,ARGILLIT,0
21296,ARGILLIT,0
21297,ARGILLIT,0
21298,ARGILLIT,0
21299,ARGILLIT,0
21300,ARGILLIT,0
21301,ARGILLIT,0
21302,ARGILLIT,0
21303,ARGILLIT,0
21304,ARGILLIT,0
21305,ARGILLIT,0
21306,ARGILLIT,0
21307,ARGILLIT,0
21308,ARGILLIT,0
21309,ARGILLIT,0
21310,ARGILLIT,0
21311,ARGILLIT,0
21312,ARGILLIT,0
21313,ARGILLIT,0
21314,ARGILLIT,0
21315,ARGILLIT,0
21316,ARGILLIT,0
21317,ARGILLIT,0
21318,ARGILLIT,0
21319,ARGILLIT,0
21320,ARGILLIT,0
21321,ARGILLIT,0
21322,ARGILLIT,0
21323,ARGILLIT,0
21324,ARGILLIT,0
21325,ARGILLIT,0
21326,ARGILLIT,0
21327,ARGILLIT,0
21328,ARGILLIT,0
21329,ARGILLIT,0
21330,ARGILLIT,0
21331,ARGILLIT,0
21332,ARGILLIT,0
21333,ARGILLIT,0
21334,ARGILLIT,0
21335,ARGILLIT,0
21336,ARGILLIT,0
21337,ARGILLIT,0
21338,ARGILLIT,0
21339,ARGILLIT,0
21340,ARGILLIT,0
21341,ARGILLIT,0
21342,ARGILLIT,0
21343,ARGILLIT,0
21344,ARGILLIT,0
21345,ARGILLIT,0
21346,ARGILLIT,0
21347,ARGILLIT,0
21348,ARGILLIT,0
21349,ARGILLIT,0
21350,ARGILLIT,0
21351,ARGILLIT,0
21352,ARGILLIT,0
21353,ARGILLIT,0
21354,ARGILLIT,0
21355,ARGILLIT,0
21356,ARGILLIT,0
21357,ARGILLIT,0
21358,ARGILLIT,0
21359,ARGILLIT,0
21360,ARGILLIT,0
21361,ARGILLIT,0
21362,ARGILLIT,0
21363,ARGILLIT,0
21364,ARGILLIT,0
21365,ARGILLIT,0
21366,ARGILLIT,0
21367,ARGILLIT,0
21368,ARGILLIT,0
21369,ARGILLIT,0
21370,ARGILLIT,0
21371,ARGILLIT,0
21372,ARGILLIT,0
21373,ARGILLIT,0
21374,ARGILLIT,0
21375,ARGILLIT,0
21376,ARGILLIT,0
21377,ARGILLIT,0
21378,ARGILLIT,0
21379,ARGILLIT,0
21380,ARGILLIT,0
21381,ARGILLIT,0
21382,ARGILLIT,0
21383,ARGILLIT,0
21384,ARGILLIT,0
21385,ARGILLIT,0
21386,ARGILLIT,0
21387,ARGILLIT,0
21388,ARGILLIT,0
21389,ARGILLIT,0
21390,SAND,1
21391,ARGILLIT,0
21392,ARGILLIT,0
21393,ARGILLIT,0
21394,ARGILLIT,0
21395,ARGILLIT,0
21396,ARGILLIT,0
21397,ARGILLIT,0
21398,ARGILLIT,0
21399,ARGILLIT,0
21400,ARGILLIT,0
21401,ARGILLIT,0
21402,ARGILLIT,0
21403,ARGILLIT,0
21404,ARGILLIT,0
21405,ARGILLIT,0
21406,ARGILLIT,0
21407,ARGILLIT,0
21408,ARGILLIT,0
21409,ARGILLIT,0
21410,ARGILLIT,0
21411,ARGILLIT,0
21412,ARGILLIT,0
21413,ARGILLIT,0
21414,ARGILLIT,0
21415,ARGILLIT,0
21416,ARGILLIT,0
21417,ARGILLIT,0
21418,ARGILLIT,0
21419,ARGILLIT,0
21420,ARGILLIT,0
21421,ARGILLIT,0
21422,ARGILLIT,0
21423,ARGILLIT,0
21424,ARGILLIT,0
21425,SAND,1
21426,ARGILLIT,0
21427,ARGILLIT,0
21428,ARGILLIT,0
21429,ARGILLIT,0
21430,ARGILLIT,0
21431,ARGILLIT,0
21432,ARGILLIT,0
21433,ARGILLIT,0
21434,ARGILLIT,0
21435,ARGILLIT,0
21436,ARGILLIT,0
21437,ARGILLIT,0
21438,ARGILLIT,0
21439,ARGILLIT,0
21440,ARGILLIT,0
21441,ARGILLIT,0
21442,ARGILLIT,0
21443,ARGILLIT,0
21444,ARGILLIT,0
21445,ARGILLIT,0
21446,ARGILLIT,0
21447,ARGILLIT,0
21448,ARGILLIT,0
21449,ARGILLIT,0
21450,ARGILLIT,0
21451,ARGILLIT,0
21452,ARGILLIT,0
21453,ARGILLIT,0
21454,ARGILLIT,0
21455,ARGILLIT,0
21456,ARGILLIT,0
21457,ARGILLIT,0
21458,ARGILLIT,0
21459,ARGILLIT,0
21460,ARGILLIT,0
21461,ARGILLIT,0
21462,ARGILLIT,0
21463,ARGILLIT,0
21464,ARGILLIT,0
21465,ARGILLIT,0
21466,ARGILLIT,0
21467,ARGILLIT,0
21468,ARGILLIT,0
21469,ARGILLIT,0
21470,ARGILLIT,0
21471,ARGILLIT,0
21472,ARGILLIT,0
21473,ARGILLIT,0
21474,ARGILLIT,0
21475,ARGILLIT,0
21476,ARGILLIT,0
21477,ARGILLIT,0
21478,ARGILLIT,0
21479,ARGILLIT,0
21480,ARGILLIT,0
21481,ARGILLIT,0
21482,ARGILLIT,0
21483,ARGILLIT,0
21484,ARGILLIT,0
21485,ARGILLIT,0
21486,ARGILLIT,0
21487,ARGILLIT,0
21488,ARGILLIT,0
21489,ARGILLIT,0
21490,ARGILLIT,0
21491,ARGILLIT,0
21492,ARGILLIT,0
21493,ARGILLIT,0
21494,ARGILLIT,0
21495,ARGILLIT,0
21496,ARGILLIT,0
21497,ARGILLIT,0
21498,ARGILLIT,0
21499,ARGILLIT,0
21500,ARGILLIT,0
21501,ARGILLIT,0
21502,ARGILLIT,0
21503,ARGILLIT,0
21504,ARGILLIT,0
21505,ARGILLIT,0
21506,ARGILLIT,0
21507,ARGILLIT,0
21508,ARGILLIT,0
21509,ARGILLIT,0
21510,ARGILLIT,0
21511,ARGILLIT,0
21512,ARGILLIT,0
21513,ARGILLIT,0
21514,SAND,1
21515,SAND,1
21516,ARGILLIT,0
21517,ARGILLIT,0
21518,ARGILLIT,0
21519,ARGILLIT,0
21520,ARGILLIT,0
21521,ARGILLIT,0
21522,ARGILLIT,0
21523,ARGILLIT,0
21524,ARGILLIT,0
21525,ARGILLIT,0
21526,ARGILLIT,0
21527,ARGILLIT,0
21528,ARGILLIT,0
21529,ARGILLIT,0
21530,ARGILLIT,0
21531,ARGILLIT,0
21532,ARGILLIT,0
21533,ARGILLIT,0
21534,ARGILLIT,0
21535,ARGILLIT,0
21536,ARGILLIT,0
21537,ARGILLIT,0
21538,ARGILLIT,0
21539,ARGILLIT,0
21540,ARGILLIT,0
21541,ARGILLIT,0
21542,ARGILLIT,0
21543,ARGILLIT,0
21544,ARGILLIT,0
21545,ARGILLIT,0
21546,ARGILLIT,0
21547,ARGILLIT,0
21548,ARGILLIT,0
21549,ARGILLIT,0
21550,ARGILLIT,0
21551,ARGILLIT,0
21552,ARGILLIT,0
21553,ARGILLIT,0
21554,ARGILLIT,0
21555,ARGILLIT,0
21556,ARGILLIT,0
21557,ARGILLIT,0
21558,ARGILLIT,0
21559,ARGILLIT,0
21560,ARGILLIT,0
21561,ARGILLIT,0
21562,ARGILLIT,0
21563,ARGILLIT,0
21564,ARGILLIT,0
21565,ARGILLIT,0
21566,ARGILLIT,0
21567,ARGILLIT,0
21568,ARGILLIT,0
21569,ARGILLIT,0
21570,ARGILLIT,0
21571,ARGILLIT,0
21572,ARGILLIT,0
21573,ARGILLIT,0
21574,ARGILLIT,0
21575,ARGILLIT,0
21576,ARGILLIT,0
21577,ARGILLIT,0
21578,ARGILLIT,0
21579,ARGILLIT,0
21580,ARGILLIT,0
21581,ARGILLIT,0
21582,ARGILLIT,0
21583,ARGILLIT,0
21584,ARGILLIT,0
21585,ARGILLIT,0
21586,ARGILLIT,0
21587,ARGILLIT,0
21588,ARGILLIT,0
21589,ARGILLIT,0
21590,ARGILLIT,0
21591,ARGILLIT,0
21592,ARGILLIT,0
21593,ARGILLIT,0
21594,ARGILLIT,0
21595,ARGILLIT,0
21596,ARGILLIT,0
21597,ARGILLIT,0
21598,ARGILLIT,0
21599,ARGILLIT,0
21600,ARGILLIT,0
21601,ARGILLIT,0
21602,ARGILLIT,0
21603,ARGILLIT,0
21604,ARGILLIT,0
21605,ARGILLIT,0
21606,ARGILLIT,0
21607,ARGILLIT,0
21608,ARGILLIT,0
21609,ARGILLIT,0
21610,ARGILLIT,0
21611,ARGILLIT,0
21612,ARGILLIT,0
21613,ARGILLIT,0
21614,ARGILLIT,0
21615,ARGILLIT,0
21616,ARGILLIT,0
21617,ARGILLIT,0
21618,ARGILLIT,0
21619,ARGILLIT,0
21620,ARGILLIT,0
21621,ARGILLIT,0
21622,ARGILLIT,0
21623,ARGILLIT,0
21624,ARGILLIT,0
21625,ARGILLIT,0
21626,ARGILLIT,0
21627,ARGILLIT,0
21628,ARGILLIT,0
21629,ARGILLIT,0
21630,ARGILLIT,0
21631,ARGILLIT,0
21632,ARGILLIT,0
21633,ARGILLIT,0
21634,ARGILLIT,0
21635,ARGILLIT,0
21636,ARGILLIT,0
21637,ARGILLIT,0
21638,ARGILLIT,0
21639,ARGILLIT,0
21640,ARGILLIT,0
21641,ARGILLIT,0
21642,ARGILLIT,0
21643,ARGILLIT,0
21644,ARGILLIT,0
21645,ARGILLIT,0
21646,ARGILLIT,0
21647,ARGILLIT,0
21648,ARGILLIT,0
21649,ARGILLIT,0
21650,ARGILLIT,0
21651,ARGILLIT,0
21652,ARGILLIT,0
21653,ARGILLIT,0
21654,ARGILLIT,0
21655,ARGILLIT,0
21656,ARGILLIT,0
21657,ARGILLIT,0
21658,ARGILLIT,0
21659,ARGILLIT,0
21660,ARGILLIT,0
21661,ARGILLIT,0
21662,ARGILLIT,0
21663,ARGILLIT,0
21664,ARGILLIT,0
21665,ARGILLIT,0
21666,ARGILLIT,0
21667,ARGILLIT,0
21668,ARGILLIT,0
21669,ARGILLIT,0
21670,ARGILLIT,0
21671,ARGILLIT,0
21672,ARGILLIT,0
21673,ARGILLIT,0
21674,ARGILLIT,0
21675,ARGILLIT,0
21676,ARGILLIT,0
21677,ARGILLIT,0
21678,ARGILLIT,0
21679,ARGILLIT,0
21680,ARGILLIT,0
21681,ARGILLIT,0
21682,ARGILLIT,0
21683,ARGILLIT,0
21684,ARGILLIT,0
21685,ARGILLIT,0
21686,ARGILLIT,0
21687,ARGILLIT,0
21688,ARGILLIT,0
21689,ARGILLIT,0
21690,ARGILLIT,0
21691,ARGILLIT,0
21692,ARGILLIT,0
21693,ARGILLIT,0
21694,ARGILLIT,0
21695,ARGILLIT,0
21696,ARGILLIT,0
21697,ARGILLIT,0
21698,ARGILLIT,0
21699,ARGILLIT,0
21700,ARGILLIT,0
21701,ARGILLIT,0
21702,ARGILLIT,0
21703,ARGILLIT,0
21704,ARGILLIT,0
21705,ARGILLIT,0
21706,ARGILLIT,0
21707,ARGILLIT,0
21708,ARGILLIT,0
21709,ARGILLIT,0
21710,ARGILLIT,0
21711,ARGILLIT,0
21712,ARGILLIT,0
21713,ARGILLIT,0
21714,ARGILLIT,0
21715,ARGILLIT,0
21716,ARGILLIT,0
21717,ARGILLIT,0
21718,ARGILLIT,0
21719,ARGILLIT,0
21720,ARGILLIT,0
21721,ARGILLIT,0
21722,ARGILLIT,0
21723,ARGILLIT,0
21724,ARGILLIT,0
21725,ARGILLIT,0
21726,ARGILLIT,0
21727,ARGILLIT,0
21728,ARGILLIT,0
21729,ARGILLIT,0
21730,ARGILLIT,0
21731,ARGILLIT,0
21732,ARGILLIT,0
21733,ARGILLIT,0
21734,ARGILLIT,0
21735,ARGILLIT,0
21736,ARGILLIT,0
21737,ARGILLIT,0
21738,ARGILLIT,0
21739,ARGILLIT,0
21740,ARGILLIT,0
21741,ARGILLIT,0
21742,ARGILLIT,0
